"","X1","Name","Country","Runs","Mins","BF","4s","6s","SR","POS","Dismissal","Inns","Team","Ground","Date","cum_rpi"
"1592",1674,"Shivnarine Chanderpaul","West Indies",24,"58","35","4","0","68.57","5","lbw",4,"New Zealand","Kingston",2014-06-08,NA
"1593",1675,"Shivnarine Chanderpaul","West Indies",47,"158","93","5","1","50.53","6","lbw",2,"New Zealand","Port of Spain",2014-06-16,NA
"1594",1677,"Shivnarine Chanderpaul","West Indies",15,"85","49","1","0","30.61","5","caught",2,"New Zealand","Bridgetown",2014-06-26,NA
"1595",1678,"Shivnarine Chanderpaul","West Indies",25,"102","70","2","0","35.71","4","stumped",4,"New Zealand","Bridgetown",2014-06-26,NA
"1596",1679,"Shivnarine Chanderpaul","West Indies",85,"302","226","6","0","37.61","5","not out",1,"Bangladesh","Kingstown",2014-09-05,NA
"1597",1681,"Shivnarine Chanderpaul","West Indies",84,"268","198","8","0","42.42","5","not out",1,"Bangladesh","Gros Islet",2014-09-13,NA
"1598",1682,"Shivnarine Chanderpaul","West Indies",101,"173","134","8","0","75.37","5","not out",3,"Bangladesh","Gros Islet",2014-09-13,NA
"1599",1683,"Shivnarine Chanderpaul","West Indies",21,"88","56","2","0","37.50","5","caught",2,"South Africa","Centurion",2014-12-17,NA
"1600",1684,"Shivnarine Chanderpaul","West Indies",4,"11","9","1","0","44.44","5","caught",3,"South Africa","Centurion",2014-12-17,NA
"1601",1685,"Shivnarine Chanderpaul","West Indies",7,"44","29","0","0","24.13","5","bowled",2,"South Africa","Port Elizabeth",2014-12-26,NA
"1602",1686,"Shivnarine Chanderpaul","West Indies",9,"72","48","1","0","18.75","5","stumped",1,"South Africa","Cape Town",2015-01-02,NA
"1603",1687,"Shivnarine Chanderpaul","West Indies",50,"203","113","5","0","44.24","5","run out",3,"South Africa","Cape Town",2015-01-02,NA
"1604",1688,"Shivnarine Chanderpaul","West Indies",46,"186","139","8","0","33.09","5","caught",2,"England","North Sound",2015-04-13,NA
"1605",1689,"Shivnarine Chanderpaul","West Indies",13,"63","48","1","0","27.08","5","lbw",4,"England","North Sound",2015-04-13,NA
"1606",1690,"Shivnarine Chanderpaul","West Indies",1,"18","13","0","0","7.69","5","caught",1,"England","St George's",2015-04-21,NA
"1607",1691,"Shivnarine Chanderpaul","West Indies",7,"22","16","1","0","43.75","5","caught",3,"England","St George's",2015-04-21,NA
"1608",1692,"Shivnarine Chanderpaul","West Indies",25,"69","66","3","0","37.87","5","caught",2,"England","Bridgetown",2015-05-01,NA
"1609",1693,"Shivnarine Chanderpaul","West Indies",0,"13","9","0","0","0.00","5","bowled",4,"England","Bridgetown",2015-05-01,NA
"1610",1694,"Rahul Dravid","India",95,"363","267","6","0","35.58","7","caught",2,"England","Lord's",1996-06-20,95
"1611",1695,"Rahul Dravid","India",84,"177","149","12","0","56.37","7","caught",1,"England","Nottingham",1996-07-04,89.5
"1612",1696,"Rahul Dravid","India",8,"24","21","1","0","38.09","5","caught",3,"England","Nottingham",1996-07-04,62.3333333333333
"1613",1697,"Rahul Dravid","India",40,"65","64","5","0","62.50","6","caught",2,"Australia","Delhi",1996-10-10,56.75
"1614",1699,"Rahul Dravid","India",24,"124","98","3","0","24.48","3","lbw",1,"South Africa","Ahmedabad",1996-11-20,50.2
"1615",1700,"Rahul Dravid","India",34,"149","110","5","0","30.90","3","lbw",3,"South Africa","Ahmedabad",1996-11-20,47.5
"1616",1701,"Rahul Dravid","India",31,"78","48","5","0","64.58","2","caught",2,"South Africa","Kolkata",1996-11-27,45.1428571428571
"1617",1702,"Rahul Dravid","India",23,"191","127","3","0","18.11","2","bowled",4,"South Africa","Kolkata",1996-11-27,42.375
"1618",1703,"Rahul Dravid","India",7,"64","55","0","0","12.72","5","lbw",1,"South Africa","Kanpur",1996-12-08,38.4444444444444
"1619",1704,"Rahul Dravid","India",56,"181","130","8","0","43.07","7","caught",3,"South Africa","Kanpur",1996-12-08,40.2
"1620",1705,"Rahul Dravid","India",7,"31","23","0","0","30.43","6","lbw",2,"South Africa","Durban",1996-12-26,37.1818181818182
"1621",1706,"Rahul Dravid","India",27,"120","73","5","0","36.98","6","not out",4,"South Africa","Durban",1996-12-26,36.3333333333333
"1622",1707,"Rahul Dravid","India",2,"55","41","0","0","4.87","2","bowled",2,"South Africa","Cape Town",1997-01-02,33.6923076923077
"1623",1708,"Rahul Dravid","India",12,"69","48","1","0","25.00","3","caught",4,"South Africa","Cape Town",1997-01-02,32.1428571428571
"1624",1709,"Rahul Dravid","India",148,"541","362","21","0","40.88","3","caught",1,"South Africa","Johannesburg",1997-01-16,39.8666666666667
"1625",1710,"Rahul Dravid","India",81,"208","146","11","0","55.47","3","caught",3,"South Africa","Johannesburg",1997-01-16,42.4375
"1626",1711,"Rahul Dravid","India",43,"202","149","5","0","28.85","3","caught",2,"West Indies","Kingston",1997-03-06,42.4705882352941
"1627",1712,"Rahul Dravid","India",51,"161","141","5","0","36.17","3","not out",4,"West Indies","Kingston",1997-03-06,42.9444444444444
"1628",1713,"Rahul Dravid","India",57,"268","182","4","0","31.31","3","bowled",2,"West Indies","Port of Spain",1997-03-14,43.6842105263158
"1629",1714,"Rahul Dravid","India",78,"372","243","8","0","32.09","3","bowled",2,"West Indies","Bridgetown",1997-03-27,45.4
"1630",1715,"Rahul Dravid","India",2,"36","21","0","0","9.52","3","caught",4,"West Indies","Bridgetown",1997-03-27,43.3333333333333
"1631",1716,"Rahul Dravid","India",37,"133","106","3","0","34.90","3","not out",2,"West Indies","St John's",1997-04-04,43.0454545454545
"1632",1717,"Rahul Dravid","India",92,"380","295","8","1","31.18","3","caught",1,"West Indies","Georgetown",1997-04-17,45.1739130434783
"1633",1718,"Rahul Dravid","India",69,"250","197","10","0","35.02","3","caught",1,"Sri Lanka","Colombo (RPS)",1997-08-02,46.1666666666667
"1634",1719,"Rahul Dravid","India",2,"18","9","0","0","22.22","3","caught",2,"Sri Lanka","Colombo (SSC)",1997-08-09,44.4
"1635",1720,"Rahul Dravid","India",6,"67","46","0","0","13.04","3","caught",4,"Sri Lanka","Colombo (SSC)",1997-08-09,42.9230769230769
"1636",1721,"Rahul Dravid","India",34,"149","117","4","0","29.05","3","caught",2,"Sri Lanka","Mohali",1997-11-19,42.5925925925926
"1637",1722,"Rahul Dravid","India",92,"330","221","10","1","41.62","3","caught",1,"Sri Lanka","Nagpur",1997-11-26,44.3571428571429
"1638",1723,"Rahul Dravid","India",93,"302","219","14","0","42.46","3","caught",1,"Sri Lanka","Mumbai",1997-12-03,46.0344827586207
"1639",1724,"Rahul Dravid","India",85,"153","121","8","0","70.24","3","caught",3,"Sri Lanka","Mumbai",1997-12-03,47.3333333333333
"1640",1725,"Rahul Dravid","India",52,"241","169","5","0","30.76","3","caught",1,"Australia","Chennai",1998-03-06,47.4838709677419
"1641",1726,"Rahul Dravid","India",56,"214","149","7","0","37.58","3","caught",3,"Australia","Chennai",1998-03-06,47.75
"1642",1727,"Rahul Dravid","India",86,"209","150","12","0","57.33","3","caught",2,"Australia","Kolkata",1998-03-18,48.9090909090909
"1643",1728,"Rahul Dravid","India",23,"131","94","4","0","24.46","3","bowled",1,"Australia","Bengaluru",1998-03-25,48.1470588235294
"1644",1729,"Rahul Dravid","India",6,"63","31","0","0","19.35","3","caught",3,"Australia","Bengaluru",1998-03-25,46.9428571428571
"1645",1730,"Rahul Dravid","India",118,"423","300","17","0","39.33","4","caught",2,"Zimbabwe","Harare",1998-10-07,48.9166666666667
"1646",1731,"Rahul Dravid","India",44,"191","115","3","0","38.26","3","caught",4,"Zimbabwe","Harare",1998-10-07,48.7837837837838
"1647",1732,"Rahul Dravid","India",0,"8","6","0","0","0.00","3","lbw",1,"New Zealand","Wellington",1998-12-26,47.5
"1648",1733,"Rahul Dravid","India",28,"102","77","5","0","36.36","3","bowled",3,"New Zealand","Wellington",1998-12-26,47
"1649",1734,"Rahul Dravid","India",190,"490","354","31","0","53.67","3","caught",2,"New Zealand","Hamilton",1999-01-02,50.575
"1650",1735,"Rahul Dravid","India",103,"163","136","16","0","75.73","3","not out",4,"New Zealand","Hamilton",1999-01-02,51.8536585365854
"1651",1736,"Rahul Dravid","India",53,"152","113","5","1","46.90","3","lbw",2,"Pakistan","Chennai",1999-01-28,51.8809523809524
"1652",1737,"Rahul Dravid","India",10,"110","55","1","0","18.18","3","bowled",4,"Pakistan","Chennai",1999-01-28,50.906976744186
"1653",1738,"Rahul Dravid","India",33,"139","101","4","0","32.67","3","lbw",1,"Pakistan","Delhi",1999-02-04,50.5
"1654",1739,"Rahul Dravid","India",29,"121","72","2","0","40.27","3","caught",3,"Pakistan","Delhi",1999-02-04,50.0222222222222
"1655",1740,"Rahul Dravid","India",24,"108","93","2","0","25.80","4","bowled",2,"Pakistan","Kolkata",1999-02-16,49.4565217391304
"1656",1741,"Rahul Dravid","India",13,"54","33","1","0","39.39","3","caught",4,"Pakistan","Kolkata",1999-02-16,48.6808510638298
"1657",1742,"Rahul Dravid","India",107,"314","218","12","0","49.08","3","caught",1,"Sri Lanka","Colombo (SSC)",1999-02-24,49.8958333333333
"1658",1744,"Rahul Dravid","India",1,"6","8","0","0","12.50","3","caught",1,"New Zealand","Mohali",1999-10-10,48.8979591836735
"1659",1745,"Rahul Dravid","India",144,"418","327","18","0","44.03","3","bowled",3,"New Zealand","Mohali",1999-10-10,50.8
"1660",1746,"Rahul Dravid","India",48,"193","148","7","0","32.43","3","caught",2,"New Zealand","Kanpur",1999-10-22,50.7450980392157
"1661",1747,"Rahul Dravid","India",1,"5","9","0","0","11.11","3","lbw",4,"New Zealand","Kanpur",1999-10-22,49.7884615384615
"1662",1748,"Rahul Dravid","India",33,"87","64","6","0","51.56","3","caught",1,"New Zealand","Ahmedabad",1999-10-29,49.4716981132075
"1663",1749,"Rahul Dravid","India",12,"43","20","0","0","60.00","3","run out",3,"New Zealand","Ahmedabad",1999-10-29,48.7777777777778
"1664",1750,"Rahul Dravid","India",35,"166","126","1","0","27.77","4","caught",2,"Australia","Adelaide",1999-12-10,48.5272727272727
"1665",1751,"Rahul Dravid","India",6,"29","16","0","0","37.50","4","caught",4,"Australia","Adelaide",1999-12-10,47.7678571428571
"1666",1752,"Rahul Dravid","India",9,"55","36","1","0","25.00","3","caught",2,"Australia","Melbourne",1999-12-26,47.0877192982456
"1667",1753,"Rahul Dravid","India",14,"160","109","0","0","12.84","3","caught",4,"Australia","Melbourne",1999-12-26,46.5172413793103
"1668",1754,"Rahul Dravid","India",29,"102","74","1","0","39.18","3","caught",1,"Australia","Sydney",2000-01-02,46.2203389830508
"1669",1755,"Rahul Dravid","India",0,"9","7","0","0","0.00","3","caught",3,"Australia","Sydney",2000-01-02,45.45
"1670",1756,"Rahul Dravid","India",22,"111","79","4","0","27.84","3","bowled",1,"South Africa","Mumbai",2000-02-24,45.0655737704918
"1671",1757,"Rahul Dravid","India",37,"187","127","6","0","29.13","3","bowled",3,"South Africa","Mumbai",2000-02-24,44.9354838709677
"1672",1758,"Rahul Dravid","India",17,"112","75","2","0","22.66","2","caught",1,"South Africa","Bengaluru",2000-03-02,44.4920634920635
"1673",1759,"Rahul Dravid","India",18,"78","61","3","0","29.50","1","caught",3,"South Africa","Bengaluru",2000-03-02,44.078125
"1674",1760,"Rahul Dravid","India",28,"71","48","5","0","58.33","4","caught",2,"Bangladesh","Dhaka",2000-11-10,43.8307692307692
"1675",1761,"Rahul Dravid","India",41,"50","49","5","1","83.67","3","not out",4,"Bangladesh","Dhaka",2000-11-10,43.7878787878788
"1676",1762,"Rahul Dravid","India",200,"541","350","27","0","57.14","3","not out",2,"Zimbabwe","Delhi",2000-11-18,46.1194029850746
"1677",1763,"Rahul Dravid","India",70,"152","91","8","0","76.92","3","not out",4,"Zimbabwe","Delhi",2000-11-18,46.4705882352941
"1678",1764,"Rahul Dravid","India",162,"402","301","20","1","53.82","3","caught",1,"Zimbabwe","Nagpur",2000-11-25,48.1449275362319
"1679",1765,"Rahul Dravid","India",9,"33","19","1","0","47.36","3","caught",1,"Australia","Mumbai",2001-02-27,47.5857142857143
"1680",1766,"Rahul Dravid","India",39,"259","196","5","0","19.89","3","bowled",3,"Australia","Mumbai",2001-02-27,47.4647887323944
"1681",1767,"Rahul Dravid","India",25,"115","82","4","0","30.48","3","bowled",2,"Australia","Kolkata",2001-03-11,47.1527777777778
"1682",1768,"Rahul Dravid","India",180,"446","353","20","0","50.99","6","run out",3,"Australia","Kolkata",2001-03-11,48.972602739726
"1683",1769,"Rahul Dravid","India",81,"178","140","12","1","57.85","6","caught",2,"Australia","Chennai",2001-03-18,49.4054054054054
"1684",1770,"Rahul Dravid","India",4,"8","5","1","0","80.00","6","caught",4,"Australia","Chennai",2001-03-18,48.8
"1685",1771,"Rahul Dravid","India",44,"118","67","7","0","65.67","7","caught",2,"Zimbabwe","Bulawayo",2001-06-07,48.7368421052632
"1686",1773,"Rahul Dravid","India",68,"173","115","8","0","59.13","6","not out",1,"Zimbabwe","Harare",2001-06-15,48.987012987013
"1687",1774,"Rahul Dravid","India",26,"100","79","3","0","32.91","5","caught",3,"Zimbabwe","Harare",2001-06-15,48.6923076923077
"1688",1775,"Rahul Dravid","India",12,"42","28","1","0","42.85","4","caught",1,"Sri Lanka","Galle",2001-08-14,48.2278481012658
"1689",1776,"Rahul Dravid","India",61,"219","172","6","0","35.46","4","not out",3,"Sri Lanka","Galle",2001-08-14,48.3875
"1690",1777,"Rahul Dravid","India",15,"33","19","3","0","78.94","3","lbw",2,"Sri Lanka","Kandy",2001-08-22,47.9753086419753
"1691",1778,"Rahul Dravid","India",75,"184","123","12","0","60.97","3","caught",4,"Sri Lanka","Kandy",2001-08-22,48.3048780487805
"1692",1779,"Rahul Dravid","India",36,"129","85","2","0","42.35","3","caught",1,"Sri Lanka","Colombo (SSC)",2001-08-29,48.1566265060241
"1693",1780,"Rahul Dravid","India",36,"152","124","4","0","29.03","3","run out",3,"Sri Lanka","Colombo (SSC)",2001-08-29,48.0119047619048
"1694",1781,"Rahul Dravid","India",2,"15","10","0","0","20.00","2","caught",1,"South Africa","Bloemfontein",2001-11-03,47.4705882352941
"1695",1782,"Rahul Dravid","India",11,"20","17","0","0","64.70","2","caught",3,"South Africa","Bloemfontein",2001-11-03,47.046511627907
"1696",1783,"Rahul Dravid","India",2,"16","11","0","0","18.18","3","bowled",2,"South Africa","Port Elizabeth",2001-11-16,46.5287356321839
"1697",1784,"Rahul Dravid","India",87,"312","241","12","0","36.09","3","caught",4,"South Africa","Port Elizabeth",2001-11-16,46.9886363636364
"1698",1785,"Rahul Dravid","India",86,"301","206","10","0","41.74","4","lbw",2,"England","Mohali",2001-12-03,47.4269662921348
"1699",1787,"Rahul Dravid","India",7,"93","60","0","0","11.66","3","caught",2,"England","Ahmedabad",2001-12-11,46.9777777777778
"1700",1788,"Rahul Dravid","India",26,"155","108","2","0","24.07","3","not out",4,"England","Ahmedabad",2001-12-11,46.7472527472527
"1701",1789,"Rahul Dravid","India",3,"73","61","0","0","4.91","5","caught",2,"England","Bengaluru",2001-12-19,46.2717391304348
"1702",1790,"Rahul Dravid","India",65,"235","179","8","0","36.31","3","bowled",2,"Zimbabwe","Nagpur",2002-02-21,46.4731182795699
"1703",1791,"Rahul Dravid","India",1,"13","8","0","0","12.50","5","run out",2,"Zimbabwe","Delhi",2002-02-28,45.9893617021277
"1704",1792,"Rahul Dravid","India",6,"35","22","1","0","27.27","6","caught",4,"Zimbabwe","Delhi",2002-02-28,45.5684210526316
"1705",1793,"Rahul Dravid","India",144,"436","345","23","0","41.73","5","not out",2,"West Indies","Georgetown",2002-04-11,46.59375
"1706",1794,"Rahul Dravid","India",67,"224","147","11","0","45.57","3","bowled",1,"West Indies","Port of Spain",2002-04-19,46.8041237113402
"1707",1795,"Rahul Dravid","India",36,"91","62","6","0","58.06","3","caught",3,"West Indies","Port of Spain",2002-04-19,46.6938775510204
"1708",1796,"Rahul Dravid","India",17,"79","47","2","0","36.17","3","run out",1,"West Indies","Bridgetown",2002-05-02,46.3939393939394
"1709",1797,"Rahul Dravid","India",14,"94","61","0","0","22.95","3","caught",3,"West Indies","Bridgetown",2002-05-02,46.07
"1710",1798,"Rahul Dravid","India",91,"378","291","12","0","31.27","3","bowled",1,"West Indies","St John's",2002-05-10,46.5148514851485
"1711",1799,"Rahul Dravid","India",5,"12","11","0","0","45.45","3","lbw",2,"West Indies","Kingston",2002-05-18,46.1078431372549
"1712",1800,"Rahul Dravid","India",30,"79","58","6","0","51.72","3","lbw",4,"West Indies","Kingston",2002-05-18,45.9514563106796
"1713",1801,"Rahul Dravid","India",46,"238","162","6","0","28.39","3","caught",2,"England","Lord's",2002-07-25,45.9519230769231
"1714",1802,"Rahul Dravid","India",63,"153","112","10","0","56.25","3","bowled",4,"England","Lord's",2002-07-25,46.1142857142857
"1715",1803,"Rahul Dravid","India",13,"74","43","2","0","30.23","3","caught",1,"England","Nottingham",2002-08-08,45.8018867924528
"1716",1804,"Rahul Dravid","India",115,"338","244","16","0","47.13","3","lbw",3,"England","Nottingham",2002-08-08,46.4485981308411
"1717",1805,"Rahul Dravid","India",148,"429","307","23","0","48.20","3","stumped",1,"England","Leeds",2002-08-22,47.3888888888889
"1718",1806,"Rahul Dravid","India",217,"629","468","28","0","46.36","3","run out",2,"England","The Oval",2002-09-05,48.9449541284404
"1719",1807,"Rahul Dravid","India",100,"345","242","12","0","41.32","3","retired notout",1,"West Indies","Mumbai",2002-10-09,49.4090909090909
"1720",1808,"Rahul Dravid","India",11,"32","16","0","0","68.75","3","bowled",2,"West Indies","Chennai",2002-10-17,49.0630630630631
"1721",1809,"Rahul Dravid","India",6,"26","11","0","0","54.54","3","not out",4,"West Indies","Chennai",2002-10-17,48.6785714285714
"1722",1810,"Rahul Dravid","India",14,"36","19","1","0","73.68","3","lbw",1,"West Indies","Kolkata",2002-10-30,48.3716814159292
"1723",1811,"Rahul Dravid","India",17,"72","39","2","0","43.58","3","lbw",3,"West Indies","Kolkata",2002-10-30,48.0964912280702
"1724",1812,"Rahul Dravid","India",76,"244","173","13","0","43.93","3","bowled",1,"New Zealand","Wellington",2002-12-12,48.3391304347826
"1725",1813,"Rahul Dravid","India",7,"22","14","1","0","50.00","3","bowled",3,"New Zealand","Wellington",2002-12-12,47.9827586206897
"1726",1814,"Rahul Dravid","India",9,"86","56","0","0","16.07","3","caught",1,"New Zealand","Hamilton",2002-12-19,47.6495726495726
"1727",1815,"Rahul Dravid","India",39,"154","100","6","0","39.00","3","caught",3,"New Zealand","Hamilton",2002-12-19,47.5762711864407
"1728",1816,"Rahul Dravid","India",222,"578","387","28","1","57.36","3","caught",1,"New Zealand","Ahmedabad",2003-10-08,49.0420168067227
"1729",1817,"Rahul Dravid","India",73,"124","86","6","0","84.88","3","caught",3,"New Zealand","Ahmedabad",2003-10-08,49.2416666666667
"1730",1818,"Rahul Dravid","India",13,"96","59","1","0","22.03","3","caught",2,"New Zealand","Mohali",2003-10-16,48.9421487603306
"1731",1819,"Rahul Dravid","India",5,"27","24","0","0","20.83","3","caught",3,"New Zealand","Mohali",2003-10-16,48.5819672131148
"1732",1820,"Rahul Dravid","India",1,"14","11","0","0","9.09","3","caught",2,"Australia","Brisbane",2003-12-04,48.1951219512195
